ICD10CodeID,Code,ICD_Title
10099,V79.1,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident
10100,V79.2,Unspecified bus occupant injured in collision with other and unspecified motor vehicles in nontraffic accident
10101,V79.3,Bus occupant [any] injured in unspecified nontraffic accident
10102,V79.4,Driver injured in collision with other and unspecified motor vehicles in traffic accident
10103,V79.5,Passenger injured in collision with other and unspecified motor vehicles in traffic accident
10104,V79.6,Unspecified bus occupant injured in collision with other and unspecified motor vehicles in traffic accident
10105,V79.8,Bus occupant [any] injured in other specified transport accidents
10106,V79.9,Bus occupant [any] injured in unspecified traffic accident
10107,V80,Animal-rider or occupant of animal-drawn vehicle injured in transport accident
10108,V80.0,Rider or occupant injured by fall from or being thrown from animal or animal-drawn vehicle in noncollision accident
10109,V80.1,Rider or occupant injured in collision with pedestrian or animal
10110,V80.2,Rider or occupant injured in collision with pedal cycle
10111,V80.3,Rider or occupant injured in collision with two- or three-wheeled motor vehicle
10112,V80.4,"Rider or occupant injured in collision with car, pickup truck, van, heavy transport vehicle, or bus"
10113,V80.5,Rider or occupant injured in collision with other specified motor vehicle
10114,V80.6,Rider or occupant injured in collision with railway train or railway vehicle
10115,V80.7,Rider or occupant injured in collision with other nonmotor vehicle
10116,V80.8,Rider or occupant injured in collision with fixed or stationary object
10117,V80.9,Rider or occupant injured in other and unspecified transport accidents
10118,V81,Occupant of railway train or railway vehicle injured in transport accident
10119,V81.0,Occupant of railway train or railway vehicle injured in collision with motor vehicle in nontraffic accident
10120,V81.1,Occupant of railway train or railway vehicle injured in collision with motor vehicle in traffic accident
10121,V81.2,Occupant of railway train or railway vehicle injured in collision with or hit by rolling stock
10122,V81.3,Occupant of railway train or railway vehicle injured in collision with other object
10123,V81.4,Person injured while boarding or alighting from railway train or railway vehicle
10124,V81.5,Occupant of railway train or railway vehicle injured by fall in railway train or railway vehicle
10125,V81.6,Occupant of railway train or railway vehicle injured by fall from railway train or railway vehicle
10126,V81.7,Occupant of railway train or railway vehicle injured in derailment without antecedent collision
10127,V81.8,Occupant of railway train or railway vehicle injured in other specified railway accidents
10128,V81.9,Occupant of railway train or railway vehicle injured in unspecified railway accident
10129,V82,Occupant of powered streetcar injured in transport accident
10130,V82.0,Occupant of streetcar injured in collision with motor vehicle in nontraffic accident
10131,V82.1,Occupant of streetcar injured in collision with motor vehicle in traffic accident
10132,V82.2,Occupant of streetcar injured in collision with or hit by rolling stock
10133,V82.3,Occupant of streetcar injured in collision with other object
10134,V82.4,Person injured while boarding or alighting from streetcar
10135,V82.5,Occupant of streetcar injured by fall in streetcar
10136,V82.6,Occupant of streetcar injured by fall from streetcar
10137,V82.7,Occupant of streetcar injured in derailment without antecedent collision
10138,V82.8,Occupant of streetcar injured in other specified transport accidents
10139,V82.9,Occupant of streetcar injured in unspecified traffic accident
10140,V83,Occupant of special vehicle mainly used on industrial premises injured in transport accident
10141,V83.0,Driver of special industrial vehicle injured in traffic accident
10142,V83.1,Passenger of special industrial vehicle injured in traffic accident
10143,V83.2,Person on outside of special industrial vehicle injured in traffic accident
10144,V83.3,Unspecified occupant of special industrial vehicle injured in traffic accident
10145,V83.4,Person injured while boarding or alighting from special industrial vehicle
10146,V83.5,Driver of special industrial vehicle injured in nontraffic accident
10147,V83.6,Passenger of special industrial vehicle injured in nontraffic accident
10148,V83.7,Person on outside of special industrial vehicle injured in nontraffic accident
10149,V83.9,Unspecified occupant of special industrial vehicle injured in nontraffic accident
10150,V84,Occupant of special vehicle mainly used in agriculture injured in transport accident
10151,V84.0,Driver of special agricultural vehicle injured in traffic accident
10152,V84.1,Passenger of special agricultural vehicle injured in traffic accident
10153,V84.2,Person on outside of special agricultural vehicle injured in traffic accident
10154,V84.3,Unspecified occupant of special agricultural vehicle injured in traffic accident
10155,V84.4,Person injured while boarding or alighting from special agricultural vehicle
10156,V84.5,Driver of special agricultural vehicle injured in nontraffic accident
10157,V84.6,Passenger of special agricultural vehicle injured in nontraffic accident
10158,V84.7,Person on outside of special agricultural vehicle injured in nontraffic accident
10159,V84.9,Unspecified occupant of special agricultural vehicle injured in nontraffic accident
10160,V85,Occupant of special construction vehicle injured in transport accident
10161,V85.0,Driver of special construction vehicle injured in traffic accident
10162,V85.1,Passenger of special construction vehicle injured in traffic accident
10163,V85.2,Person on outside of special construction vehicle injured in traffic accident
10164,V85.3,Unspecified occupant of special construction vehicle injured in traffic accident
10165,V85.4,Person injured while boarding or alighting from special construction vehicle
10166,V85.5,Driver of special construction vehicle injured in nontraffic accident
10167,V85.6,Passenger of special construction vehicle injured in nontraffic accident
10168,V85.7,Person on outside of special construction vehicle injured in nontraffic accident
10169,V85.9,Unspecified occupant of special construction vehicle injured in nontraffic accident
10170,V86,"Occupant of special all-terrain or other off-road motor vehicle, injured in transport accident"
10171,V86.0,Driver of all-terrain or other off-road motor vehicle injured in traffic accident
10172,V86.1,Passenger of all-terrain or other off-road motor vehicle injured in traffic accident
10173,V86.2,Person on outside of all-terrain or other off-road motor vehicle injured in traffic accident
10174,V86.3,Unspecified occupant of all-terrain or other off-road motor vehicles injured in traffic accident
10175,V86.4,Person injured while boarding or alighting from all-terrain or other off-road motor vehicle
10176,V86.5,Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident
10177,V86.6,Passenger of all-terrain or other off-road motor vehicle injured in nontraffic accident
10178,V86.7,Person on outside of all-terrain or other off-road motor vehicle injured in nontraffic accident
10179,V86.9,Unspecified occupant of all-terrain or other off-road motor vehicle injured in nontraffic accident
10180,V87,Traffic accident of specified type but victim's mode of transport unknown
10181,V87.0,Person injured in collision between car and two- or three-wheeled motor vehicle (traffic)
10182,V87.1,Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle (traffic)
